id;nombre;ciudad;pais;confianza;precio_noche_propuesto;plazas_propuestas;servicios_propuestos;fuentes;aplicado
890c9c73-f029-4802-8c0a-593930fee93e;Camping Los Madriles;Isla Plana;España;alta;;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.campinglosmadriles.es/ https://estaticos.qdq.com/swdata/files/390/390535233/Tarifas.pdf https://www.campercontact.com/en/spain/region-of-murcia/cartagena/19411/camping-los-madriles;SI
bbeab97b-8443-4c24-889c-c4f0ec8d2a7d;Camping Los Pinos;Denia;España;alta;29.5;327;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,supermercado";https://www.lospinosdenia.com/ https://www.campercontact.com/en/spain/la-marina-alta/denia/46976/camping-los-pinos https://www.comunitatvalenciana.com/es/alacant-alicante/denia/alojamientos/campings/denia-los-pinos;SI
64bd5bfb-f6a4-4179-982a-9322c6cdf4ee;Area Camper Ponoig BENIDORM;Polop;España;alta;15;62;;https://www.camperponoig.es/ https://www.campercontact.com/en/spain/la-marina-baixa/polop/163031/area-camper-ponoig https://park4night.com/es/place/638202;SI
4a545e3f-f24c-47ba-bc84-2ddf36d81a49;Camping Mar Menor;Los Alcázares;España;alta;20;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,restaurante,supermercado";https://www.campingmarmenor.com/tarifa-y-precios https://43e5db9a-c611-4de9-a0ec-fe032e50bebe.filesusr.com/ugd/ee1bdf_a7960f633ada4b30bbf9f29a614d70df.pdf https://www.forodecampistas.com/tarjeta/establecimientos/camping-mar-menor;SI
b5dcae9b-76ea-4185-b885-ecd55f7383aa;Camping Palm - Mar;;España;alta;;559;"electricidad,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.campingpalmmar.es/ https://www.comunitatvalenciana.com/es/propuestas-de-viaje/camping-palm-mar https://www.comunitatvalenciana.com/es/alacant-alicante/guardamar-del-segura/alojamientos/campings/palm-mar;SI
2a865242-3a63-4f27-bc0b-627708d95adb;Camping Moraira;Teulada;España;alta;;283;"agua,electricidad,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.comunitatvalenciana.com/es/alacant-alicante/teulada-moraira/alojamientos/campings/moraira https://www.park4night.com/es/place/34514 https://www.camping.info/es/camping/camping-moraira;SI
05d1d008-2ca3-4622-8877-9abbbe99b557;Área Natur Playamuchavista;El Campello;España;alta;15;210;;https://www.comunitatvalenciana.com/es/alacant-alicante/el-campello/alojamientos/campings/area-natur-playamuchavista https://areasautocaravanas.com/areas/area-autocaravanas-natur-playamuchavista-alicante/ https://areascamper.com/ficha/area-de-autocaravanas-en-campello-alicante/;SI
25969aa1-41e5-460a-8d09-1acf06023982;Alannia Guardamar;Guardamar del Segura;España;alta;30.2;;;https://alanniaresorts.com/es/tarifas-y-planos/alannia-guardamar https://www.pitchup.com/es/campsites/spain/comunidad-valenciana/alicante/guardamar_del_segura/marjal_guardamar/;SI
86f41fb9-74ec-487d-b9d7-50eb2eb19fb0;Alannia Costa Blanca Resort;Crevillent;España;alta;;;;https://alanniaresorts.com/images/webkit/ACB_-_TARIFAS_2026_-_PARCELAS_Y_CABANAS_ACB.pdf https://alanniaresorts.com/es/resorts/alannia-costa-blanca/parcelas// https://mundocampista.com/camping/costa-blanca/;NO
67233f4b-9dbd-4228-a871-9646ea67fede;Camping Playa de Mazarrón;Mazarrón;España;alta;;460;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.playamazarron.com/parcelas/ https://www.playamazarron.com/servicios/ https://www.camping.info/es/camping/camping-playa-de-mazarron;SI
dbaa21c5-a6ce-4668-97be-56cfd79b5d67;Camper Area 7;El Campello;España;alta;15;150;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://www.camperarea7.com/ https://www.camperarea7.com/reservar-en-area-7/?c=cam2-49-1 https://www.comunitatvalenciana.com/es/alacant-alicante/el-campello/alojamientos/campings/camper-area-7;SI
bb29caeb-1bda-4cf5-8373-85ac382339bf;Camper Área Caravaning;Elche;España;alta;10;35;;https://www.campercontact.com/en/spain/el-baix-vinalopo/elx-elche/107875/camper-area-caravaning https://areasautocaravanas.com/en/areas/area-autocaravanas-caravaning-la-marina-elche-alicante/ https://www.stellplatzfuehrer.de/en/rv-parks/lists/all/33986-camper-area-caravaning?rCH=2;SI
4cd30385-4040-4cf1-badc-ed9a26acea97;Camper Área Campello Beach;El Campello;España;alta;16;120;;https://www.camperareacampellobeach.com/tarifas/ https://www.camperareacampellobeach.com/nuestros-servicios/ https://www.comunitatvalenciana.com/es/alacant-alicante/el-campello/alojamientos/campings/camper-area-campello-beach;SI
fb21f4ac-270b-4118-b223-0a1594dd23de;Càmping & Bungalows Vall de Laguar;Campell;España;alta;17;;;https://www.campinglaguar.com/tarifas https://www.campinglaguar.com/d/9173807891226722;SI
5a689f34-be9a-47a4-8b6a-857ca183a55c;Camper Park El Pinet Playa;la Marina;España;alta;;;;https://park4night.com/es/place/90875 https://www.searchforsites.co.uk/marker.php?id=33363 https://www.turisme.gva.es/opencms/opencms/turisme/es/contents/buscador/resultCampings.html?tam=grande;NO
93c128c5-9b5b-4f70-8c99-7a990ff01edf;CAMPING & RESORT LO MONTE;Torre de la Horadada;España;alta;;;;https://www.campinglomonte.com/tarifas/ https://www.campinglomonte.com/wp-content/uploads/2025/01/LOMONTE_FOLLETO_TARIFAS_CAST.pdf;NO
e97a2804-4162-4c24-978c-5f7915494cbb;Camping San Javier;San Javier;España;alta;;190;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante";https://www.campingsanjavier.com/ https://www.park4night.com/en/place/193687 https://www.campingsanjavier.com/inicio-optimizada-para-landing/;SI
74e95f0e-c516-4013-97d9-1d9483b27b0a;Camping Puig Campana;Finestrat;España;alta;25;155;"agua,electricidad,vaciado_aguas_negras,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.campingpuigcampana.com/ https://www.campingpuigcampana.com/tarifas/ https://www.comunitatvalenciana.com/es/alacant-alicante/finestrat/alojamientos/campings/puig-campana;SI
89b29cee-2a43-4704-a0aa-2f9772100db7;Camping Playa Paraiso;Villajoyosa;España;alta;28;258;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://campingplayaparaiso.com/camping/ https://park4night.com/es/place/57398 https://www.comunitatvalenciana.com/es/alacant-alicante/la-vila-joiosa-villajoyosa/alojamientos/campings/playa-paraiso;SI
9ec2a8c3-57d7-4593-9e3d-011a2d261b70;Camping Alicante Imperium;Villajoyosa;España;alta;31.4;;;https://www.campercontact.com/en/valencian-community/villajoyosa/54472/imperium-camping-alicante https://mundocampista.com/camping/camping-alicante-imperium/ https://www.campingalicanteimperium.com/contacto/;SI
c72fda6d-f0af-44cc-987c-6b86e91f9699;Camping Costa Blanca;El Campello;España;alta;;;;https://www.campingcostablanca.com/?page_id=7167;NO
b02bdecb-e87e-4561-bbff-754e53813a95;Camping Totana;Totana;España;alta;30;435;"electricidad,wifi,lavanderia,restaurante";https://campingtotanapark.com/tarifas/ https://campingtotanapark.com/alojamientos/ https://campingtotanapark.com/;SI
d8dc20f8-a518-4eb2-b8ce-2cdd9883ff8d;Camping Arena Blanca;Benidorm;España;alta;;;;https://mundocampista.com/camping/camping-arena-blanca/ https://campingnavigator.com/es/campings-espana/valencia/arena-blanca;NO
2e348bda-4935-43ff-be46-786a84e0083e;Camping Sierra Espuña;El Berro;España;alta;19;47;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://campingsierraespuna.com/precios/ https://www.park4night.com/es/place/31436 https://www.campercontact.com/de/spanien/murcia/alhama-de-murcia/62327/camping-sierra-espuna;SI
27d6e91b-ed37-4190-a243-2ffffacb66fd;Camping El Naranjal;Jávea;España;alta;;;;https://www.campingelnaranjal.com/tarifas/ https://www.campingelnaranjal.com/wp-content/uploads/2026/04/tarifas_parcela_descargar_1_26.pdf;NO
56873914-d6d0-40cf-8034-1123176bca68;Camping Benidorm;Benidorm;España;alta;;;;https://www.campingbenidorm.com/parcelas/ https://www.campingbenidorm.com/wp-content/uploads/2025/12/esp.jpg https://www.campingbenidorm.com/alojamiento/;NO
10adf34e-86d2-49c0-80b1-1e23d4c3bd1d;Camping Villasol;Benidorm;España;alta;;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.comunitatvalenciana.com/es/alacant-alicante/benidorm/alojamientos/campings/villasol https://park4night.com/es/place/91100;SI
80b4a4d6-69a3-46cd-a82c-638b149a45fd;Camping el Torres Villajoyosa;Villajoyosa;España;alta;;;;https://campingeltorres.com/wp-content/uploads/2024/01/tarifas-2024-CAMPING-EL-TORRES-EN.pdf https://campingeltorres.com/vuelven-los-pack-fin-de-semana-al-camping-el-torres/;NO
e5e09c80-e879-41b6-bd04-01764f5fc053;Kampaoh Costa Blanca;Torre de la Horadada;España;alta;;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://es.kampaoh.com/alicante-costa-blanca-torre-horadada/ https://www.comunitatvalenciana.com/va/alacant-alicante/pilar-de-la-horadada/allotjaments/campings/lo-monte-1 https://www.pitchup.com/campsites/spain/comunidad-valenciana/alicante/torre-de-la-horadada/kampaoh-costa-blanca/;SI
184b02ee-7e68-4bd0-b782-9b796abe2b4e;Kampaoh Crevillent;Crevillent;España;alta;;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://es.kampaoh.com/camping-en-crevillente-kampaoh-alannia-costa-blanca/ https://www.comunitatvalenciana.com/es/alacant-alicante/crevillent/alojamientos/campings/alannia-costablanca https://alanniaresorts.com/es/resorts/alannia-costa-blanca/;SI
c7f7545f-bb05-4ffb-972f-e96f4a853564;Camping La Pedrera;Bigastro;España;alta;21;;;https://campinglapedrera.com/parcelas/ https://areascamper.com/ficha/area-de-autocaravanas-en-bigastro-alicante/ https://www.campings-bungalows.com/Alicante/Bigastro/Camping-La-Pedrera.htm;SI
fb7d34f2-cdd1-473c-b085-2f5c6e71ad5a;CAMPING EL REFUGIO;el Fondó;España;alta;;;;https://www.anuarioguia.com/empresa/camping-el-refugio https://www.alpacacamping.de/campsites/26686 https://mejor.es/@camping-el-refugio/;NO
006e4fe8-b01e-4de5-ab0a-344e1b88033b;Camping los Llanos;;España;alta;12;;;https://www.campinguia.com/campings/alicante/camping-los-llanos/ https://losllanos.net/;SI
bbeab97b-8443-4c24-889c-c4f0ec8d2a7d;Camping Los Pinos;Denia;España;alta;29.5;327;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,supermercado";https://www.lospinosdenia.com/ https://www.comunitatvalenciana.com/es/alacant-alicante/denia/alojamientos/campings/denia-los-pinos https://www.campercontact.com/en/spain/la-marina-alta/denia/46976/camping-los-pinos;SI
56932ba3-4a18-4f3c-9f63-0539110f328d;Las Palmeras Camping Crevillente;Crevillent;España;alta;17;198;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://www.comunitatvalenciana.com/es/alacant-alicante/crevillent/alojamientos/campings/las-palmeras-resort https://www.pitchup.com/es/campsites/spain/comunidad-valenciana/alicante/crevillent/camping-internacional-las-palmeras/?pitchtype=4871 https://laspalmerasresort.com/parcelas-las-palmeras-crevillente/;SI
1be483c5-cdbc-4af2-9130-830bfc2010e9;Nomading Camp Alicante;Las Virtudes;España;alta;;32;"wifi,duchas,wc,lavanderia,restaurante";https://www.comunitatvalenciana.com/es/alacant-alicante/villena/alojamientos/campings/nomading-camp-alicante https://www.pincamp.com/campings/nomading-camp-alicante https://www.nomadingcamp.com/hotel-burbuja-alicante/;SI
2a865242-3a63-4f27-bc0b-627708d95adb;Camping Moraira;Teulada;España;alta;;283;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia";https://www.comunitatvalenciana.com/es/alacant-alicante/teulada-moraira/alojamientos/campings/moraira https://www.park4night.com/es/place/34514;SI
89b29cee-2a43-4704-a0aa-2f9772100db7;Camping Playa Paraiso;Villajoyosa;España;alta;;84;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,duchas,wc,lavanderia,restaurante,supermercado";https://www.comunitatvalenciana.com/es/alacant-alicante/la-vila-joiosa-villajoyosa/alojamientos/campings/playa-paraiso https://campingplayaparaiso.com/parcelas/ https://park4night.com/es/place/57398;SI
74e95f0e-c516-4013-97d9-1d9483b27b0a;Camping Puig Campana;Finestrat;España;alta;25;155;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,supermercado";https://www.campingpuigcampana.com/ https://www.campingpuigcampana.com/tarifas/ https://www.campingpuigcampana.com/el-camping/;SI
f5fd9e0c-d0d8-4588-b6e5-b0351e355e3b;Me - Ca Camping;Los Geraneos;España;alta;;202;"agua,duchas,wc";https://mecacampingaguilas.es/ https://mecacampingaguilas.es/parcelas/ https://mecacampingaguilas.es/servicios/;SI
392018cd-9e47-4ae9-8b09-bbefe844ba72;Nuevo Camping Los Viveros;Calasparra;España;alta;20;60;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,supermercado";https://campinglosviveros.net/?page_id=270 https://campinglosviveros.net/wp-content/uploads/2025/01/REGLAMENTO-CAMPING.pdf https://park4night.com/es/place/273883;SI
b5dcae9b-76ea-4185-b885-ecd55f7383aa;Camping Palm - Mar;;España;alta;17.5;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.campingpalmmar.es/ https://www.campingpalmmar.es/precios/ https://www.comunitatvalenciana.com/es/propuestas-de-viaje/camping-palm-mar;SI
10adf34e-86d2-49c0-80b1-1e23d4c3bd1d;Camping Villasol;Benidorm;España;alta;;332;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.comunitatvalenciana.com/es/alacant-alicante/benidorm/alojamientos/campings/villasol https://park4night.com/es/place/91100 https://mundocampista.com/camping/camping-villasol/;SI
a14d2008-a7c1-463a-9663-a9464646d9cd;TAIGA Costa Cálida;El Portús;España;alta;34.5;185;"agua,electricidad,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.taigaresorts.com/taiga-costa-calida.html https://www.pitchup.com/es/campsites/spain/region-de-murcia/murcia/cartagena/camping-el-portus/?type=10 https://www.park4night.com/es/place/622844;SI
56932ba3-4a18-4f3c-9f63-0539110f328d;Las Palmeras Camping Crevillente;Crevillent;España;alta;17;198;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.comunitatvalenciana.com/es/alacant-alicante/crevillent/alojamientos/campings/las-palmeras-resort https://www.pitchup.com/es/campsites/spain/comunidad-valenciana/alicante/crevillent/camping-internacional-las-palmeras/?pitchtype=4871 https://laspalmerasresort.com/;SI
184b02ee-7e68-4bd0-b782-9b796abe2b4e;Kampaoh Crevillent;Crevillent;España;alta;;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://es.kampaoh.com/camping-en-crevillente-kampaoh-alannia-costa-blanca/ https://alanniaresorts.com/es/resorts/alannia-costa-blanca/parcelas// https://www.comunitatvalenciana.com/es/alacant-alicante/crevillent/alojamientos/campings/alannia-costablanca;SI
1be483c5-cdbc-4af2-9130-830bfc2010e9;Nomading Camp Alicante;Las Virtudes;España;alta;;83;"agua,wifi,duchas,wc,lavanderia";https://www.comunitatvalenciana.com/es/alacant-alicante/villena/alojamientos/campings/nomading-camp-alicante https://www.pincamp.com/campings/nomading-camp-alicante https://www.nomadingcamp.com/hotel-burbuja-alicante/;SI
e5e09c80-e879-41b6-bd04-01764f5fc053;Kampaoh Costa Blanca;Torre de la Horadada;España;alta;;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://es.kampaoh.com/alicante-costa-blanca-torre-horadada/ https://www.campinglomonte.com/ https://www.campinglomonte.com/servicios/;SI
fe87e128-1a6d-4855-b727-329b149e6529;Asociacion Camping Club Alboraya;Alboraia;España;media;;70;;https://luciateclespeydro.wordpress.com/2016/11/25/camping-en-la-patacona/ https://aseci.es/asociacion-camping-club-alboraya/ https://campingespanainfo.com/c/alboraya-46/;NO
199d907e-749c-45c8-bc40-239d1d0b3c08;Camping - Bungalows Altomira;Navajas;España;alta;;505;"agua,electricidad,vaciado_aguas_negras,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.campingaltomira.com/camping.html https://www.comunitatvalenciana.com/es/castello-castellon/navajas/alojamientos/campings/altomira https://park4night.com/en/place/53666;SI
56d1c085-c1d1-4f53-8f8c-2045a737619d;Bravoplaya Camping Resort;;España;alta;;1981;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.bravoplaya.com/instalaciones/ https://www.bravoplaya.com/wp-content/uploads/cgv-generales-26-es.pdf https://www.comunitatvalenciana.com/es/castello-castellon/cabanes/alojamientos/campings/bravoplaya;SI
ce645ed3-f86f-46a7-a3f6-7eb64f85fec2;Alannia Els Prats;Mont-roig del Camp;España;alta;41;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://alanniaresorts.com/es/resorts/alannia-els-prats/instalaciones/ https://alanniaresorts.com/es/resorts/alannia-els-prats/parcelas/ https://www.campingcard.fr/espagne/catalogne/tarragone/montroig/alannia-els-prats-106768/;SI
6547dce8-3c2a-4dae-b482-0823de8c1352;Camping & Bungalows Estanyet;Las Casas de Alcanar;España;alta;;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.estanyet.com/ https://www.estanyet.com/faqs/ https://www.estanyet.com/parcela/parcela-3/;SI
9915102b-9c08-4038-a6c1-a69bd6499a5f;Camping & Bungalows Playa Brava;Pals;España;alta;37;650;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.playabrava.com/es/el-camping/instalaciones-y-servicios/ https://www.playabrava.com/es/parcelas/parcela-master/ https://www.playabrava.com/wp-content/uploads/a4-tarifes-2026.pdf;SI
5e5ee44f-d149-4c80-9aea-5549234fc436;Camping & Resort La Torre del Sol;La Torre del Sol;España;alta;71;1396;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://park4night.com/es/place/42104 https://www.camping.info/es/camping/camping-la-torre-del-sol https://www.camping.info/de/campingplatz/camping-la-torre-del-sol;SI
b24fad61-b844-4889-a607-880f07ef2fa2;Camping Ametlla;L'Ametlla de Mar;España;alta;;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://campingametlla.com/es/el-camping-es/ https://campingametlla.com/es/portfolio/confort-6p-es/ https://campingametlla.com/es/reglamento/;SI
f36c972f-8ca2-413c-9e48-ae5b9d231e87;Camping Aquarius;Sant Pere Pescador;España;alta;;450;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://www.campingaquarius.com/index.php/instalaciones https://www.campingaquarius.com/parcelas https://www.campercontact.com/en/catalonie/sant-pere-pescador/26273/camping-aquarius;SI
80d7bb44-2d48-4fef-bfa5-dd872bcadf33;Camping Amfora;Sant Pere Pescador;España;alta;77.32;630;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://www.campingamfora.com/es/servicios-y-tiendas/ https://www.campercontact.com/es/espana/cataluna/sant-pere-pescador/20298/camping-amfora?adults=2&children=0&endDate=2026-04-20&pets=0&startDate=2026-04-19 https://www.gencat.cat/mediamb/declaracions_ambientals/ES-CAT-000215.pdf;SI
85aeea46-9c5f-4a75-9999-22473e0c3c33;Camping Alannia - Neptuno;Pals;España;alta;;120;"agua,electricidad,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://alanniaresorts.com/es/resorts/alannia-neptuno/tarifas-y-plano https://alanniaresorts.com/images/webkit/planos_tarifas/PLANO_NEPTUNO2.pdf https://www.campingneptuno.com/servicios/;SI
67c3a639-dd66-4d87-96cb-912465c99ce3;Càmping BARCELONA;Mataró;España;alta;;375;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,wc,lavanderia,restaurante,supermercado";https://www.campingbarcelona.com/es/instalaciones/ https://www.campingbarcelona.com/es/horarios-informacion/ https://www.campingbarcelona.com/camping-barcelona/docs/rates2025/CampingBarcelona-EN.pdf;SI
7ba95e69-d409-4b3b-975d-da9447fd09c0;Camping Azahar;Benicasim;España;alta;;658;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.azaharcamping.com/tarifas https://www.azaharcamping.com/alojamiento https://www.comunitatvalenciana.com/es/castello-castellon/benicassim-benicasim/alojamientos/campings/benicassim-benicasim-azahar;SI
157d47ec-d39b-4c2c-8831-8c6917669b4f;Camping Azul;Oliva;España;alta;;554;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://campingazul.com/en/ https://www.comunitatvalenciana.com/es/valencia/oliva/alojamientos/campings/azul https://www.vayacamping.net/camping/azul;SI
24951d86-6a28-4f0d-90dc-72ec29eb5486;Camping Barraquetes;Mareny de Barraquetes;España;alta;;930;"electricidad,vaciado_aguas_negras,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://www.comunitatvalenciana.com/es/valencia/sueca/alojamientos/campings/les-barraquetes https://www.vayacamping.net/camping/barraquetes https://campingnavigator.com/es/campings-espana/valencia/barraquetes;SI
ee525492-c4a0-43da-8e95-df35be1fbdd1;Camping Bellsol;Pineda de Mar;España;alta;39.9;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante";https://campingbellsol.com/es/faq-es/ https://campingbellsol.com/es/condiciones-de-reserva-de-parcelas/ https://www.campercontact.com/en/spain/catalonia/pineda-de-mar/58928/camping-bellsol;SI
4cac3c45-61da-4a00-a87d-20e4e2235ac2;Càmping Bellver;Isòvol;España;alta;;348;"agua,electricidad,vaciado_aguas_negras,wifi,duchas,wc,lavanderia";https://campingbellver.com/es/instal-lacions/ https://campingbellver.com/es/parcel-les/ https://campingbellver.com/en/reserves/;SI
63c9f8fb-c793-413b-92dc-c0985b1dd755;Camping Bon Repòs;Santa Susanna;España;alta;54;202;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,wc,lavanderia,restaurante,supermercado";https://campingbonrepos.com/ca/installacions-i-serveis/ https://barcelonacampings.es/es/campings/bon-repos/ https://www.campercontact.com/en/cataluna/santa-susanna/25453/camping-bon-repos;SI
470d6d21-cec2-4b77-ada5-fbdecb3d2983;Càmping Begur;Begur;España;alta;;320;"agua,electricidad,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://campingbegur.com/servicios/?lang=es https://campingbegur.com/allotjaments/gran-comfort/?lang=es https://www.campingdirect.com/es/reservas-parcela-mobilhome/gerone/camping-begur/camping-begur;SI
0b23fe11-bae6-4188-a93c-ae678fbb2d40;Camping Caballo de Mar;Pineda de Mar;España;alta;;220;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.senia.es/campings/camping-senia-caballo-de-mar/servicios https://www.senia.es/campings/camping-senia-caballo-de-mar/servicios/sanitarios https://www.senia.es/images/establecimientos/caballo-de-mar/plano/Camping_Senia_Caballo_de_Mar-Map.pdf;SI
37cc5d60-5c30-4735-9206-d7964c977610;Camping Caledonia;Tamarit;España;alta;;140;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.campingcaledonia.com/es/parcelas/ https://www.campingcaledonia.com/es/servicios/ https://www.campingcaledonia.com/es/condicions/;SI
066a95ba-6cd5-4d0d-a737-43c6f6c7f58a;Càmping Campalans;Sant Jaume de Frontanyà;España;alta;;158;"agua,electricidad,vaciado_aguas_negras,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://campingcampalans.com/ https://campingcampalans.com/parcelles-acampada/ https://campingcampalans.com/serveis/;SI
2a337d91-038e-40fb-b873-278418b119ee;Camping Cambrils Caban;Cambrils;España;alta;;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://campingcambrilscaban.com/el-camping/ https://campingcambrilscaban.com/preguntas-frecuentes/ https://campingcambrilscaban.com/ca/preguntes-frequents/;SI
1850e5d3-ee5b-419a-a8c5-f4ac5b5db660;Camping Can Coromines;Maià de Montcal;España;alta;;50;"agua,electricidad,vaciado_aguas_negras,wifi,duchas,wc,lavanderia,restaurante";https://www.cancoromines.com/camping https://es.cancoromines.com/parcel-les https://es.cancoromines.com/preus;SI
1a569222-cad8-4e18-b99e-f8128264aee7;Càmping Calella de Palafrugell;Calella de Palafrugell;España;alta;;;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado";https://www.campingcalelladepalafrugell.com/es/instalaciones https://park4night.com/es/place/376621 https://www.pincamp.ch/fr/campings/camping-calella-de-palafrugell;SI
16508e27-f94a-4ed2-9e85-2a332c38699e;Camping Capfun - Aube;;España;alta;;372;"agua,electricidad,wifi,lavanderia,restaurante,supermercado";https://www.capfun.es/camping-espa%C3%B1a-catalogne-aube-ES.html https://www.turismodeltadelebro.com/listado/camping-laube/;SI
b4fd1600-7754-4904-ab9a-78e54b7a441d;Càmping Can Fosses;Planoles;España;alta;;43;"agua,electricidad,vaciado_aguas_negras,wifi,duchas,wc,lavanderia";https://www.canfosses.com/camping/ https://www.canfosses.com/en/pitches/ https://www.campingfrance.com/es/busque-su-camping/catalogne/gerone/planoles/masia-can-fosses;SI
8db4b4d6-e05f-4fd5-9aaa-4a3ee8b444bb;Camping Capfun - Mirmanda;Cambrils;España;alta;15;340;"electricidad,wifi,lavanderia,restaurante,supermercado";https://www.capfun.es/camping-mirmanda-ES.html https://www.camping-mirmanda.es/?lang=ES https://www.pincamp.com/campings/capfun-camping-mirmanda;SI
8e947a1a-9b54-4339-9d9c-d0adfcdccebc;Càmping Castell Mar;Castelló d'Empúries;España;alta;16;87;"agua,electricidad,vaciado_aguas_negras,vaciado_aguas_grises,wifi,duchas,wc,lavanderia,restaurante,supermercado,zona_mascotas";https://camping-castellomar.com/es https://www.campercontact.com/es/espana/cataluna/castello-dempuries/78476/camping-castellmar https://www.pincamp.com/campings/camping-castell-mar;SI
